catalog_id,title,region,edition,family_key,provisional_work_key,content_type,role,target_field,proposed_company,proposed_company_slug,source_names,company_resolution,current_company,recommended_action,confidence,safe_for_catalog_import,evidence_scope,source_count,sources,source_grades,source_urls,evidence_summary,guardrail,unresolved_reason
ps4-alien-isolation-nostromo-edition,Alien Isolation [Nostromo Edition],PAL España,standard,alien isolation,alien isolation,GAME_OR_UNKNOWN,DEVELOPER,developer,Creative Assembly,,Creative Assembly,NOT_IN_COMPANY_INDEX,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,5,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/alien-isolation-nostromo-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/214490 | https://www.wikidata.org/wiki/Q15613717 | https://gamesdb.launchbox-app.com/games/details/21192,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG | NOT_IN_COMPANY_INDEX
ps4-alien-isolation-ripley-edition,Alien Isolation [Ripley Edition],PAL España,standard,alien isolation,alien isolation,GAME_OR_UNKNOWN,DEVELOPER,developer,Creative Assembly,,Creative Assembly,NOT_IN_COMPANY_INDEX,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/214490 | https://www.wikidata.org/wiki/Q15613717 | https://gamesdb.launchbox-app.com/games/details/21192,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG | NOT_IN_COMPANY_INDEX
ps4-aliens-dark-descent,Aliens: Dark Descent,PAL España,standard,aliens dark descent,aliens dark descent,GAME_OR_UNKNOWN,DEVELOPER,developer,Tindalos Interactive,,Tindalos Interactive,NOT_IN_COMPANY_INDEX,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,2,STEAM_STORE | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/1150440,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG | NOT_IN_COMPANY_INDEX
ps4-among-the-sleep-enhanced-edition,Among The Sleep [Enhanced Edition],PAL España,standard,among the sleep,among the sleep,GAME_OR_UNKNOWN,DEVELOPER,developer,Krillbite Studio,,Krillbite Studio,NOT_IN_COMPANY_INDEX,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/250620 | https://www.wikidata.org/wiki/Q4747564 | https://gamesdb.launchbox-app.com/games/details/33362,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG | NOT_IN_COMPANY_INDEX
ps4-angry-alligator,Angry Alligator,PAL España,standard,angry alligator,angry alligator,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Mindscape,,Mindscape,AMBIGUOUS_NAME,Mindscape,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/angry-alligator,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-ao-international-tennis,AO International Tennis,PAL España,standard,ao international tennis,ao international tennis,GAME_OR_UNKNOWN,DEVELOPER,developer,Big Ant Studios,,big ant studios | Big Ant Studios,AMBIGUOUS_NAME,big ant studios,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | PS4_RELEASE,5,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE | WIKIDATA,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/ao-international-tennis | https://store.steampowered.com/app/758410 | https://www.wikidata.org/wiki/Q48802933 | https://gamesdb.launchbox-app.com/games/details/207393,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-ao-international-tennis,AO International Tennis,PAL España,standard,ao international tennis,ao international tennis,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,big ant studios pty,,big ant studios pty,AMBIGUOUS_NAME,big ant studios pty,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/ao-international-tennis,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-ao-tennis-2,AO Tennis 2,PAL España,standard,ao tennis 2,ao tennis 2,GAME_OR_UNKNOWN,DEVELOPER,developer,Big Ant Studios,,Big Ant Studios,AMBIGUOUS_NAME,Big Ant Studios,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,5,LAUNCHBOX_GAMES_DB | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/ao-tennis-2 | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/1072500 | https://www.wikidata.org/wiki/Q96743182 | https://gamesdb.launchbox-app.com/games/details/422028,"El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-arc-of-alchemist,Arc of Alchemist,PAL España,standard,arc of alchemist,arc of alchemist,GAME_OR_UNKNOWN,DEVELOPER,developer,Compile Heart,,Compile Heart,AMBIGUOUS_NAME,Compile Heart,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,4,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/arc-of-alchemist | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://gamesdb.launchbox-app.com/games/details/185733,La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | LaunchBox registra esta desarrolladora para su ficha de PS4.,No propagar a ports o compilaciones sin comprobar sus créditos propios.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-arise-a-simple-story,Arise: A Simple Story,PAL España,standard,arise a simple story,arise a simple story,GAME_OR_UNKNOWN,DEVELOPER,developer,Piccolo Studio SL,,Piccolo Studio SL,NOT_IN_COMPANY_INDEX,Piccolo Studio,REPLACE_OR_ADD_REVIEW,HIGH,NO,MATCHED_PS4_PRODUCT,1,PLAYSTATION_STORE_EXPLICIT_CREDIT,A_OFFICIAL_MATCHED_TITLE_CREDIT,https://store.playstation.com/es-es/product/EP2911-CUSA12772_00-ARISETHEGAME00EU,developed by Piccolo Studio SL,No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG | NOT_IN_COMPANY_INDEX
ps4-arise-a-simple-story,Arise: A Simple Story,PAL España,standard,arise a simple story,arise a simple story,GAME_OR_UNKNOWN,DEVELOPER,developer,Piccolo Studio,piccolo-studio,Piccolo Studio,EXACT_NAME_OR_ALIAS,Piccolo Studio,RETAIN,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE,5,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/arise-a-simple-story | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/866140 | https://www.wikidata.org/wiki/Q69891334,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED
ps4-arise-a-simple-story-deluxe-edition,Arise: A Simple Story [Deluxe Edition],PAL España,standard,arise a simple story,arise a simple story,EDITION_VARIANT,DEVELOPER,developer,Piccolo Studio SL,,Piccolo Studio SL,NOT_IN_COMPANY_INDEX,,ADD_MISSING,HIGH,NO,MATCHED_PS4_PRODUCT,1,PLAYSTATION_STORE_EXPLICIT_CREDIT,A_OFFICIAL_MATCHED_TITLE_CREDIT,https://store.playstation.com/es-es/product/EP2911-CUSA12772_00-ARISETHEGAME00EU,developed by Piccolo Studio SL,No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG | NOT_IN_COMPANY_INDEX
ps4-arise-a-simple-story-deluxe-edition,Arise: A Simple Story [Deluxe Edition],PAL España,standard,arise a simple story,arise a simple story,EDITION_VARIANT,DEVELOPER,developer,Piccolo Studio,piccolo-studio,Piccolo Studio,EXACT_NAME_OR_ALIAS,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE,4,PRICECHARTING_EXACT_PAL_PAGE | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/arise-a-simple-story-deluxe-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/866140 | https://www.wikidata.org/wiki/Q69891334,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED
ps4-ark-survival-evolved,Ark Survival Evolved,PAL España,standard,ark survival evolved,ark survival evolved,GAME_OR_UNKNOWN,DEVELOPER,developer,Studio Wildcard,,Studio Wildcard,NOT_IN_COMPANY_INDEX,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,3,STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/346110 | https://www.wikidata.org/wiki/Q20031747,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG | NOT_IN_COMPANY_INDEX
ps4-ark-survival-evolved-ultimate-survivor-edition,ARK: Survival Evolved [Ultimate Survivor Edition],PAL España,standard,ark survival evolved,ark survival evolved,EDITION_VARIANT,DEVELOPER,developer,Studio Wildcard,,Studio Wildcard,NOT_IN_COMPANY_INDEX,,ADD_MISSING,HIGH,NO,GAME_WORK | GAME_WORK_OR_PS4_RELEASE,3,STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/346110 | https://www.wikidata.org/wiki/Q20031747,"La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG | NOT_IN_COMPANY_INDEX
ps4-ashes-cricket,Ashes Cricket,PAL España,standard,ashes cricket,ashes cricket,GAME_OR_UNKNOWN,DEVELOPER,developer,Big Ant Studios,,Big Ant Studios,AMBIGUOUS_NAME,Big Ant Studios,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | GAME_WORK | GAME_WORK_OR_PS4_RELEASE | PS4_RELEASE,6,LAUNCHBOX_GAMES_DB | PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | STEAM_STORE | WIKIDATA | WIKIPEDIA_PS4_LIST,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_OTHER_PLATFORM | B_PS4_RELEASE | C_DISCOVERY,https://www.pricecharting.com/game/pal-playstation-4/ashes-cricket | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L) | https://store.steampowered.com/app/649640 | https://www.wikidata.org/wiki/Q55381982 | https://gamesdb.launchbox-app.com/games/details/422140,"La ficha enlazada de la edición física PAL atribuye el desarrollo a esta compañía. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La lista específica de PS4 atribuye el desarrollo a esta compañía. | La ficha comercial de Steam confirma la desarrolladora de la obra, no necesariamente el port de PS4. | Wikidata registra la compañía como desarrolladora. | LaunchBox registra esta desarrolladora para su ficha de PS4.",No propagar a ports o compilaciones sin comprobar sus créditos propios.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-ashes-cricket,Ashes Cricket,PAL España,standard,ashes cricket,ashes cricket,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Big Ant Studios,,Big Ant Studios,AMBIGUOUS_NAME,Big Ant Studios,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,3,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/ashes-cricket | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-assasin%27s-creed-syndicate-big-ben-edition,Assasin's Creed Syndicate [Big Ben Edition],PAL España,standard,assasin s creed syndicate,assasin s creed syndicate,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Ubisoft,,Ubisoft,AMBIGUOUS_NAME,Ubisoft,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION,2,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL,https://www.pricecharting.com/game/pal-playstation-4/assasin%27s-creed-syndicate-big-ben-edition,La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-assassin%27s-creed-iii-remastered,Assassin's Creed III Remastered,PAL España,standard,assassin s creed iii remastered,assassin s creed iii,EDITION_VARIANT,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Ubisoft,,Ubisoft,AMBIGUOUS_NAME,Ubisoft,REPLACE_OR_ADD_REVIEW,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,3,PRICECHARTING_EXACT_PAL_PAGE | REGIONATLAS_LEGACY_PRICECHARTING_CREDIT | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_LEGACY_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/assassin%27s-creed-iii-remastered | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | El crédito actual procede de la importación histórica de la ficha física enlazada; se contrasta con la consulta en vivo. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
ps4-assassin%27s-creed-iv-black-flag-black-chest-edition,Assassin's Creed IV: Black Flag [Black Chest Edition],PAL España,standard,assassin s creed iv black flag,assassin s creed iv black flag,GAME_OR_UNKNOWN,PHYSICAL_PUBLISHER_OR_DISTRIBUTOR,publisher,Ubisoft,,Ubisoft,AMBIGUOUS_NAME,,ADD_MISSING,HIGH,NO,EXACT_PHYSICAL_EDITION | PAL_RELEASE,2,PRICECHARTING_EXACT_PAL_PAGE | WIKIPEDIA_PS4_LIST_PAL,B_EXACT_PHYSICAL | B_PAL_RELEASE,https://www.pricecharting.com/game/pal-playstation-4/assassin%27s-creed-iv-black-flag-black-chest-edition | https://en.wikipedia.org/wiki/List_of_PlayStation_4_games_(A%E2%80%93L),La ficha exacta de la edición física PAL etiqueta a esta compañía como Publisher; puede representar publicación o distribución física. | La columna PAL de la lista de PS4 atribuye la publicación a esta compañía.,Confirmar si la etiqueta Publisher representa publicación o distribución en la caja PAL.,AMBIGUOUS_NAME | HIGH_OR_BETTER_GROUP_NOT_FULLY_RESOLVED | MISSING_SLUG
