slug,company_name,game_count,role_kind,logo_file,logo_type,authentic_logo,confidence,requires_manual_review,selected_qid,selected_entity_label,entity_resolution_method,source_filename,source_page_url,image_source_url,source_license,source_license_url,source_credit,source_artist,official_websites,wikidata_url,wikipedia_es_url,wikipedia_en_url,regionatlas_url,company_inception,company_dissolved,parent_organization_qids,owner_qids,predecessor_qids,successor_qids,mime,width,height,sha256,notes
koei,Koei,149,both,company-logos/koei.svg,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q845047,Koei,WIKIDATA_SEARCH_EXACT_LABEL,Koei logo.svg,https://commons.wikimedia.org/wiki/File:Koei_logo.svg,https://upload.wikimedia.org/wikipedia/commons/4/4e/Koei_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,http://www.segaretro.org/index.php?title=File:Koei_logo.svg&oldid=29577,http://www.segaretro.org/User:Scarred_Sun (uploader),http://www.koei.co.jp/,https://www.wikidata.org/wiki/Q845047,https://es.wikipedia.org/wiki/Koei,https://en.wikipedia.org/wiki/Koei,https://www.regionatlas.games/compania/koei,+1978-07-25T00:00:00Z,+2010-00-00T00:00:00Z,Q1576915,Q1576915,,,image/svg+xml,424,196,8ca6e2bff028cf5960c2f41b878567f42d927ce5cda43a87f3315a5d28af5e04,
probe-entertainment-limited,Probe Entertainment Limited,139,developer,company-logos/probe-entertainment-limited.svg,PLACEHOLDER_GENERADO,FALSE,HIGH,TRUE,Q2822760,Acclaim Studios London,MANUAL_REVIEWED_OVERRIDE,,,,,,,,,https://www.wikidata.org/wiki/Q2822760,,,https://www.regionatlas.games/compania/probe-entertainment-limited,+1984-01-01T00:00:00Z,+2000-04-00T00:00:00Z,Q339228,Q339228,,,image/svg+xml,1200,600,ffd9c24838b0a237ddfa68673e3c1a6eb57e78b287c62509b007d30b6bbcc35e,former name of the same London studio | Useful history route only; current entity has no logo statement and must not substitute an Acclaim parent logo. | Exact entity located but no documented logo claim was available.
midway,Midway,136,both,company-logos/midway.svg,WIKIMEDIA_DOCUMENTADO,TRUE,HIGH,FALSE,Q149947,Midway Games,MANUAL_REVIEWED_OVERRIDE,Midway Games logo.svg,https://commons.wikimedia.org/wiki/File:Midway_Games_logo.svg,https://upload.wikimedia.org/wikipedia/commons/9/9a/Midway_Games_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Midway press kit disc,Midway Games Inc.,,https://www.wikidata.org/wiki/Q149947,https://es.wikipedia.org/wiki/Midway_Games,https://en.wikipedia.org/wiki/Midway_Games,https://www.regionatlas.games/compania/midway,+1988-00-00T00:00:00Z,+2009-01-01T00:00:00Z,Q4851974,Q4851974,,Q2696696,image/svg+xml,446,114,9fb854bb1bd0d18eb00d3ae4ec90c05824ecc18b08efe89abc4986745d86b6ce,"short form of Midway Games | Catalogue context is the former American developer/publisher, not a geographic homonym."
mindscape,Mindscape Inc,134,both,company-logos/mindscape.png,WIKIMEDIA_DOCUMENTADO,TRUE,HIGH,FALSE,Q1570468,Mindscape,WIKIDATA_INDEX_LEGAL_SUFFIX_LABEL,Mindscape-logo.png,https://commons.wikimedia.org/wiki/File:Mindscape-logo.png,https://upload.wikimedia.org/wikipedia/commons/5/5d/Mindscape-logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Casualgames.fr,Mindscape,http://www.mindscape.com/,https://www.wikidata.org/wiki/Q1570468,https://es.wikipedia.org/wiki/Mindscape_%28empresa%29,https://en.wikipedia.org/wiki/Mindscape_%28company%29,https://www.regionatlas.games/compania/mindscape,+1983-00-00T00:00:00Z,+2011-00-00T00:00:00Z,,,,,image/png,300,102,0364d180c1fd0971a00fea607241dfffdb332c702d63ed33540c31a1afa94dc4,
beam-software,Beam Software,126,developer,company-logos/beam-software.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q139797341,Beam Software,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q139797341,,,https://www.regionatlas.games/compania/beam-software,+1980-00-00T00:00:00Z,,,,,,image/svg+xml,1200,600,8159c558b03f1c835ae3f93016cc5fd5e1a1beba81e986e2328a36a1ebaa1759,Exact entity located but no documented logo claim was available.
ocean,Ocean,124,both,company-logos/ocean.jpg,WIKIMEDIA_DOCUMENTADO,TRUE,HIGH,FALSE,Q1408498,Ocean Software,MANUAL_REVIEWED_OVERRIDE,Ocean Software.jpg,https://commons.wikimedia.org/wiki/File:Ocean_Software.jpg,https://upload.wikimedia.org/wikipedia/commons/d/da/Ocean_Software.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,https://www.google.com/search?q=Ocean+Software&hl=ru&client=firefox-a&hs=5Xc&rls=org.mozilla:ru:official&prmd=imvns&source=lnms&tbm=isch&sa=X&ei=ufVsUNKCIu3S4QSk5oGgDg&ved=0CAoQ_AUoAQ&biw=1920&bih=900,https://www.google.com/search?q=Ocean+Software&hl=ru&client=firefox-a&hs=5Xc&rls=org.mozilla:ru:official&prmd=imvns&source=lnms&tbm=isch&sa=X&ei=ufVsUNKCIu3S4QSk5oGgDg&ved=0CAoQ_AUoAQ&biw=1920&bih=900,,https://www.wikidata.org/wiki/Q1408498,https://es.wikipedia.org/wiki/Ocean_Software,https://en.wikipedia.org/wiki/Ocean_Software,https://www.regionatlas.games/compania/ocean,+1983-00-00T00:00:00Z,+1998-01-01T00:00:00Z,,,Q3148930,Q1782700,image/jpeg,320,100,fc7533fc98c4c8073041090b744437f3a0d93a1d58488a5ae59db2dae0e5678b,short form of Ocean Software | Ocean is an explicit English alias and the entity has the historical company logo.
red-art-games,Red Art Games,122,both,company-logos/red-art-games.svg,SITIO_OFICIAL_DOCUMENTADO,TRUE,VERY_HIGH,TRUE,Q109587972,Red Art Games,WIKIDATA_SEARCH_EXACT_LABEL,logo.svg,https://www.redartgames.com/,https://www.redartgames.com/img/logo.svg,Official-site asset; copyright/trademark status not explicitly licensed,,,,https://www.redartgames.com/,https://www.wikidata.org/wiki/Q109587972,,,https://www.regionatlas.games/compania/red-art-games,+2017-12-18T00:00:00Z,,,,,,image/svg+xml,241,32,39f08470d591ac0db2b024a1c71b28e503b1bba02611b9c386d73798ec6c0e9a,Official-site asset; copyright/trademark license was not explicitly stated and should be reviewed before publication.
jaleco,Jaleco,118,both,company-logos/jaleco.svg,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q1344080,Jaleco,WIKIDATA_SEARCH_EXACT_LABEL,Jaleco logo (2007 - present).svg,https://commons.wikimedia.org/wiki/File:Jaleco_logo_(2007_-_present).svg,https://upload.wikimedia.org/wikipedia/commons/d/d9/Jaleco_logo_%282007_-_present%29.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,https://web.archive.org/web/20090403192035/http://www.jalecogames.co.jp:80/,Jaleco,http://www.jalecogames.co.jp | http://www.jaleco.co.jp | http://www.jaleco.com,https://www.wikidata.org/wiki/Q1344080,https://es.wikipedia.org/wiki/Jaleco,https://en.wikipedia.org/wiki/Jaleco,https://www.regionatlas.games/compania/jaleco,+1974-10-03T00:00:00Z | +2006-07-03T00:00:00Z,+2014-05-21T00:00:00Z,Q1482052 | Q11197648 | Q11301758,,,,image/svg+xml,210,57,7e3833840d70f6969a28f41f5467e44a773c2776536b3c78f1ccc1e62fd0f25c,
visual-concepts,Visual Concepts,114,developer,company-logos/visual-concepts.png,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q133482,Visual Concepts,WIKIDATA_SEARCH_EXACT_LABEL,Visual Concepts Logo (2019).png,https://commons.wikimedia.org/wiki/File:Visual_Concepts_Logo_(2019).png,https://upload.wikimedia.org/wikipedia/commons/2/29/Visual_Concepts_Logo_%282019%29.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Логотип с сайта https://newsroom.2k.com/resources/f/corporate/logos-12 .,"Take-Two Interactive Software, Inc.",http://www.vcentertainment.com/us/,https://www.wikidata.org/wiki/Q133482,https://es.wikipedia.org/wiki/Visual_Concepts,https://en.wikipedia.org/wiki/Visual_Concepts,https://www.regionatlas.games/compania/visual-concepts,+1988-00-00T00:00:00Z,,Q94933,Q94933,,,image/png,240,339,3c65eb41779a429956cf65dd020ea55a68552eefb748cac56a8787cf8b3a10a0,
thq-nordic,THQ Nordic GmbH,113,both,company-logos/thq-nordic.svg,WIKIMEDIA_DOCUMENTADO,TRUE,HIGH,FALSE,Q1457468,THQ Nordic,WIKIDATA_SEARCH_LEGAL_SUFFIX_LABEL,THQ Nordic logo 2016.svg,https://commons.wikimedia.org/wiki/File:THQ_Nordic_logo_2016.svg,https://upload.wikimedia.org/wikipedia/commons/1/1b/THQ_Nordic_logo_2016.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,https://manuals.thqnordic.com/Warhammer_Vermintide/Vermintide_PC_Playerguide_online.pdf,THQ Nordic,https://www.thqnordic.com,https://www.wikidata.org/wiki/Q1457468,https://es.wikipedia.org/wiki/THQ_Nordic,https://en.wikipedia.org/wiki/THQ_Nordic,https://www.regionatlas.games/compania/thq-nordic,+2011-00-00T00:00:00Z,,Q65083539,,,,image/svg+xml,1869,300,79964bec5fba1f9cb2daa9320c0f3c685383eaaf7b32f92ce22cac888b6d4993,
kemco,Kemco Corporation,110,both,company-logos/kemco.svg,WIKIMEDIA_DOCUMENTADO,TRUE,HIGH,FALSE,Q174561,Kemco,WIKIDATA_SEARCH_LEGAL_SUFFIX_LABEL,Kemco logo.svg,https://commons.wikimedia.org/wiki/File:Kemco_logo.svg,https://upload.wikimedia.org/wikipedia/commons/5/56/Kemco_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,"www.kemco.jp , abgerufen am 4. April 2010",Kemco,http://www.kemco-games.com,https://www.wikidata.org/wiki/Q174561,https://es.wikipedia.org/wiki/Kemco,https://en.wikipedia.org/wiki/Kemco,https://www.regionatlas.games/compania/kemco,+1984-01-01T00:00:00Z,,,,,,image/svg+xml,182,87,4f294e07a620ae80be4880d216d125c91ee310f5ba60f55f0b992ebf334a5c1f,
tt-games,TT Games Ltd,107,both,company-logos/tt-games.svg,PLACEHOLDER_GENERADO,FALSE,HIGH,TRUE,Q4131576,TT Games,MANUAL_REVIEWED_OVERRIDE,,,,,,,,http://www.ttgames.com,https://www.wikidata.org/wiki/Q4131576,https://es.wikipedia.org/wiki/TT_Games,https://en.wikipedia.org/wiki/TT_Games,https://www.regionatlas.games/compania/tt-games,+2005-00-00T00:00:00Z,,Q2319420,Q191715,,,image/svg+xml,1200,600,4006bcf460c1148b098a045b71cffbc748cb4d7cf36d355da343a38bd2c9d3cf,"exact company entity | The recovered official-site asset is a LEGO DC Super-Villains product logo, not the TT Games logo. | Exact entity located but no documented logo claim was available."
infogrames,Infogrames,105,both,company-logos/infogrames.svg,PLACEHOLDER_GENERADO,FALSE,VERY_HIGH,TRUE,Q1782700,Infogrames,WIKIDATA_SEARCH_EXACT_LABEL,,,,,,,,http://www.infogrames.com/,https://www.wikidata.org/wiki/Q1782700,,,https://www.regionatlas.games/compania/infogrames,+1983-06-00T00:00:00Z,+2009-00-00T00:00:00Z,,,Q1408498,Q753684,image/svg+xml,1200,600,c9b4762a287b4ead54c3d4b71814e25f74d5a1ab15685df7ce095389d6afc781,Exact entity located but no documented logo claim was available.
deep-silver,Deep SIlver,103,both,company-logos/deep-silver.svg,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q553658,Deep Silver,WIKIDATA_SEARCH_EXACT_LABEL,Deep Silver Logo.svg,https://commons.wikimedia.org/wiki/File:Deep_Silver_Logo.svg,https://upload.wikimedia.org/wikipedia/commons/9/9e/Deep_Silver_Logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,https://embracer.com/about/operative-groups/plaion/,Plaion,http://www.deepsilver.com/,https://www.wikidata.org/wiki/Q553658,https://es.wikipedia.org/wiki/Deep_Silver,https://en.wikipedia.org/wiki/Deep_Silver,https://www.regionatlas.games/compania/deep-silver,+2002-00-00T00:00:00Z,,Q555273 | Q65083539,Q555273,,,image/svg+xml,70,100,cd4a3b04bdfef0e4b749c7d3d1d00ef0591dd471483cb5878adb071871953f4c,
hal-laboratory,HAL Laboratory,97,both,company-logos/hal-laboratory.png,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q1068734,HAL Laboratory,WIKIDATA_SEARCH_EXACT_LABEL,HAL Laboratory Logo.png,https://commons.wikimedia.org/wiki/File:HAL_Laboratory_Logo.png,https://upload.wikimedia.org/wikipedia/commons/1/1d/HAL_Laboratory_Logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,https://www.hallab.co.jp/,"© HAL Laboratory, Inc.",https://www.hallab.co.jp/,https://www.wikidata.org/wiki/Q1068734,https://es.wikipedia.org/wiki/HAL_Laboratory,https://en.wikipedia.org/wiki/HAL_Laboratory,https://www.regionatlas.games/compania/hal-laboratory,+1980-02-21T00:00:00Z,,,,,,image/png,603,63,6b469783b5f45bd90f9f90cd7b628e0d734b59f974caf3d2078bf1fce0721138,
eurocom,Eurocom,93,developer,company-logos/eurocom.svg,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q2411797,Eurocom,WIKIDATA_SEARCH_EXACT_LABEL,Eurocom logo.svg,https://commons.wikimedia.org/wiki/File:Eurocom_logo.svg,https://upload.wikimedia.org/wikipedia/commons/5/57/Eurocom_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,https://sphinxandthecursedmummy.fandom.com/wiki/File:Eurocom_logo.svg,Eurocom Developments Ltd.,http://www.eurocom.co.uk,https://www.wikidata.org/wiki/Q2411797,https://es.wikipedia.org/wiki/Eurocom,https://en.wikipedia.org/wiki/Eurocom,https://www.regionatlas.games/compania/eurocom,+1988-10-01T00:00:00Z,+2012-12-06T00:00:00Z,,,,,image/svg+xml,121,127,e7883cad3e2c93ab28b3850fa851850a5eb7969b17b0dc9bbc5e60dbd712064c,
sonic-team,Sonic Team,93,developer,company-logos/sonic-team.jpg,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q1140960,Sonic Team,WIKIDATA_SEARCH_EXACT_LABEL,Sonic Team logo stone.jpg,https://commons.wikimedia.org/wiki/File:Sonic_Team_logo_stone.jpg,https://upload.wikimedia.org/wikipedia/commons/a/a3/Sonic_Team_logo_stone.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,CC BY 3.0,https://creativecommons.org/licenses/by/3.0,This image has been extracted from another file,SEGA,http://www.sonicteam.com,https://www.wikidata.org/wiki/Q1140960,https://es.wikipedia.org/wiki/Sonic_Team,https://en.wikipedia.org/wiki/Sonic_Team,https://www.regionatlas.games/compania/sonic-team,+2000-00-00T00:00:00Z,,Q122741,Q122741,,,image/jpeg,2400,1024,16efc789abe1459f3fa370ceb4f4b2f41d98e9e4a63399614544ce296775c400,
maximum-games,Maximum Games,92,both,company-logos/maximum-games.svg,PLACEHOLDER_GENERADO,FALSE,HIGH,TRUE,Q6795851,Maximum Games,MANUAL_REVIEWED_OVERRIDE,,,,,,,,http://www.maximumgames.com,https://www.wikidata.org/wiki/Q6795851,https://es.wikipedia.org/wiki/Maximum_Games,https://en.wikipedia.org/wiki/Maximum_Games,https://www.regionatlas.games/compania/maximum-games,+2009-00-00T00:00:00Z,,,,,,image/svg+xml,1200,600,4e16e54d7aa1c81f79d9fa185e39909b7edc15c2b2b8089fa9b8d928ef4e9166,historical Maximum Games identity | The official domain now exposes Maximum Entertainment branding; do not use the successor/rebrand logo for the historical Maximum Games record. | Exact entity located but no documented logo claim was available.
natsume,Natsume,92,both,company-logos/natsume.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,INDEX_CANDIDATE_NOT_EXACT_PRIMARY_LABEL,,,,,,,,,,,,https://www.regionatlas.games/compania/natsume,,,,,,,image/svg+xml,1200,600,5365560157aa54ac25b264a747d332df31a4826ab3fd3efc967c94dc35b57335,No exact authentic logo was documented in the researched sources.
ubisoft-montreal,Ubisoft Montreal,92,developer,company-logos/ubisoft-montreal.png,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q903621,Ubisoft Montreal,WIKIDATA_SEARCH_EXACT_LABEL,Logo Ubisoft Montreal.png,https://commons.wikimedia.org/wiki/File:Logo_Ubisoft_Montreal.png,https://upload.wikimedia.org/wikipedia/commons/a/a7/Logo_Ubisoft_Montreal.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Ubisoft Montreal,Ubisoft,https://montreal.ubisoft.com/,https://www.wikidata.org/wiki/Q903621,https://es.wikipedia.org/wiki/Ubisoft_Montreal,https://en.wikipedia.org/wiki/Ubisoft_Montreal,https://www.regionatlas.games/compania/ubisoft-montreal,+1997-01-01T00:00:00Z,,Q188273,Q188273,,,image/png,1010,334,028dcae82fb8937a353734f0a813076da81e81da39d90560237bbe62329ca099,
imagineering-inc,Imagineering Inc,91,developer,company-logos/imagineering-inc.svg,PLACEHOLDER_GENERADO,FALSE,HIGH,TRUE,Q2577247,Imagineering,WIKIDATA_SEARCH_LEGAL_SUFFIX_LABEL,,,,,,,,,https://www.wikidata.org/wiki/Q2577247,https://es.wikipedia.org/wiki/Imagineering,https://en.wikipedia.org/wiki/Imagineering_%28company%29,https://www.regionatlas.games/compania/imagineering-inc,+1986-01-01T00:00:00Z | +1987-01-01T00:00:00Z | +1986-02-26T00:00:00Z,+1995-00-00T00:00:00Z | +1992-00-00T00:00:00Z,Q2822030,Q2822030,,,image/svg+xml,1200,600,f5f0f53f2e68a317a7ab2fcb540f8ac8e36946b0ecb1520a2f57096f06ec8079,Exact entity located but no documented logo claim was available.
pqube,PQube Ltd.,90,both,company-logos/pqube.png,WIKIMEDIA_DOCUMENTADO,TRUE,HIGH,FALSE,Q4047302,PQube,WIKIDATA_INDEX_LEGAL_SUFFIX_LABEL,PQUbe logo.png,https://commons.wikimedia.org/wiki/File:PQUbe_logo.png,https://upload.wikimedia.org/wikipedia/commons/9/96/PQUbe_logo.png?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,http://www.gal-gun.com/,PQUbe,http://www.pqube.co.uk,https://www.wikidata.org/wiki/Q4047302,,,https://www.regionatlas.games/compania/pqube,,,,,,,image/png,1000,340,ff41f2d486da2b1d0088b80291ba4c30bc19456f90fc7b17666e1de514120123,
warner-bros-interactive-entertainment,Warner Bros. Interactive Entertainment,89,both,company-logos/warner-bros-interactive-entertainment.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/warner-bros-interactive-entertainment,,,,,,,image/svg+xml,1200,600,4110e5f871bff952799aae7fe4f172a1b02c22bbef7a3b4204b2a5c57c93fb27,No exact authentic logo was documented in the researched sources.
core-design,Core Design Ltd.,88,both,company-logos/core-design.svg,PLACEHOLDER_GENERADO,FALSE,HIGH,TRUE,Q869104,Core Design,MANUAL_REVIEWED_OVERRIDE,,,,,,,,,https://www.wikidata.org/wiki/Q869104,https://es.wikipedia.org/wiki/Core_Design,https://en.wikipedia.org/wiki/Core_Design,https://www.regionatlas.games/compania/core-design,+1988-01-01T00:00:00Z,+2006-01-01T00:00:00Z,Q679933,Q679933,,Q2030718,image/svg+xml,1200,600,4a02984a2d335c6fcdedb72e79db73432cab8cd6751406f22f9fd3d19c8ce421,"exact company entity | Exact British developer; no Wikidata logo statement, so keep a provisional image unless a documented historical logo is sourced elsewhere. | Exact entity located but no documented logo claim was available."
bethesda-softworks,Bethesda Softworks,87,both,company-logos/bethesda-softworks.svg,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q684425,Bethesda Softworks,WIKIDATA_SEARCH_EXACT_LABEL,Bethesda Softworks Logo.svg,https://commons.wikimedia.org/wiki/File:Bethesda_Softworks_Logo.svg,https://upload.wikimedia.org/wikipedia/commons/d/db/Bethesda_Softworks_Logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,https://fallout4.com/,Bethesda Softworks,http://www.bethsoft.com/ | https://bethesda.net/,https://www.wikidata.org/wiki/Q684425,https://es.wikipedia.org/wiki/Bethesda_Softworks,https://en.wikipedia.org/wiki/Bethesda_Softworks,https://www.regionatlas.games/compania/bethesda-softworks,+1986-01-01T00:00:00Z,,Q189557,Q189557 | Q2283,,,image/svg+xml,400,58,03d16427279b4839ce6cdeb335900e07411c970efe6df9d11248f04e447ec339,
wb-games,WB Games,87,both,company-logos/wb-games.svg,PLACEHOLDER_GENERADO,FALSE,LOW,TRUE,,,ALIAS_MAY_BE_RENAME_OR_SUCCESSOR,,,,,,,,,,,,https://www.regionatlas.games/compania/wb-games,,,,,,,image/svg+xml,1200,600,bf4b06605157a42be314dfedc60b017eb28607a1e05a1d6b6b6dd893b771ba30,No exact authentic logo was documented in the researched sources.
505-games,505 Games,85,both,company-logos/505-games.svg,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q2068658,505 Games,WIKIDATA_SEARCH_EXACT_LABEL,505 Games logo.svg,https://commons.wikimedia.org/wiki/File:505_Games_logo.svg,https://upload.wikimedia.org/wikipedia/commons/8/8f/505_Games_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,505 Games,505 Games,https://505games.com,https://www.wikidata.org/wiki/Q2068658,https://es.wikipedia.org/wiki/505_Games,https://en.wikipedia.org/wiki/505_Games,https://www.regionatlas.games/compania/505-games,+2006-01-01T00:00:00Z,,Q14791510,,,,image/svg+xml,951,315,67c156cc8ce319031599fa0297b9c0bcffb69c75b56aae52f19421e9a99e1c69,
tecmo,Tecmo,85,both,company-logos/tecmo.svg,WIKIMEDIA_DOCUMENTADO,TRUE,VERY_HIGH,FALSE,Q1423789,Tecmo,WIKIDATA_SEARCH_EXACT_LABEL,Tecmo logo.svg,https://commons.wikimedia.org/wiki/File:Tecmo_logo.svg,https://upload.wikimedia.org/wikipedia/commons/b/b2/Tecmo_logo.svg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,Public domain,,Transferred from en.wikipedia to Commons by JohnnyMrNinja using CommonsHelper .,Tecmo,http://www.tecmo.co.jp,https://www.wikidata.org/wiki/Q1423789,https://es.wikipedia.org/wiki/Tecmo,https://en.wikipedia.org/wiki/Tecmo,https://www.regionatlas.games/compania/tecmo,+1967-07-31T00:00:00Z,+2010-04-01T00:00:00Z,,,,Q1576915,image/svg+xml,1000,194,5a9e5545c3bd15301c8a593759986f6d219becbe790f385148d5f14fe9c208a5,
